"provider_name,""address1"",""address2"",""city"",""state"",""zip"",""public_phone"",""latitude"",""longitude"",""geopoint"",""last_report_date"",""is_pap"",""is_prescribing_svcs_available"",""url_appointment"",""home_delivery"",""is_icatt_site"",""has_usg_product"",""has_commercial_product"",""has_paxlovid"",""has_commercial_paxlovid"",""has_usg_paxlovid"",""has_lagevrio"",""has_commercial_lagevrio"",""has_usg_lagevrio"",""has_veklury"",""has_oseltamivir_generic"",""has_oseltamivir_suspension"",""has_oseltamivir_tamiflu"",""has_baloxavir"",""has_zanamivir"",""has_peramivir"",""grantee_code"",""is_flu"",""is_covid"""
"RHINE DRUG COMPANY,""119 1ST STREET"",,""RHINE"",""GA"",""31077-0388"",,""31.989278"",""-83.200093"",""POINT (-83.200093 31.989278)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""GN1"",""false"",""true"""
"THE MEDICINE SHOPPE PHARMACY,""411 WEST 10TH STREET"",,""ROME"",""GA"",""30165"",,""34.263401"",""-85.177608"",""POINT (-85.177608 34.263401)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"CARTERS PHARMACY,""4015 S COBB DR SE STE 130-A"",,""SMYRNA"",""GA"",""30080"",,""33.856026"",""-84.58218"",""POINT (-84.58218 33.856026)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"DENNARD DRUGS,""794 2ND ST"",,""SOPERTON"",""GA"",""30457"",,""32.378229"",""-82.591214"",""POINT (-82.591214 32.378229)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"THOMSON DRUG COMPANY,""501 MT PLEASANT RD"",,""THOMSON"",""GA"",""30824"",,""33.45701"",""-82.512571"",""POINT (-82.512571 33.45701)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"MADDOX DRUGS,""1330 BIG A ROAD"",,""TOCCOA"",""GA"",""30577-3812"",,""34.56795"",""-83.303503"",""POINT (-83.303503 34.56795)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"THOMASTON PRESCRIPTION SHOP,""500 W GORDON ST"",,""THOMASTON"",""GA"",""30286"",,""32.887489"",""-84.331767"",""POINT (-84.331767 32.887489)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"CVS PHARMACY #04568,""546 BANKHEAD HWY"",,""CARROLLTON"",""GA"",""30117"",,""33.587599"",""-85.05791"",""POINT (-85.05791 33.587599)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"GROSS DRUG CO INC,""6456 AL HWY 269"",,""PARRISH"",""AL"",""35580"",,""33.814684"",""-87.282596"",""POINT (-87.282596 33.814684)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""ALA"",""false"",""true"""
"COLONY DISCOUNT DRUGS,""502 S GRANT ST"",,""FITZGERALD"",""GA"",""31750-3398"",,""31.710052"",""-83.252475"",""POINT (-83.252475 31.710052)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""GN1"",""false"",""true"""
